,Unnamed: 0.1,Unnamed: 0,Team,Player,PP,XBH,BB,K,Line,H,OPS Factor,Park Factor,Score,Bases
33,33,33,COL,Ryan McMahon,-38.87,-1.568627450980383,1.1650485436893108,-22.026431718061662,-5.217391304347822,-45.0,0.991,1.34,-148.1,-147.1
34,34,34,COL,Nolan Jones,4.04,3.137254901960798,6.990291262135919,-17.79735682819382,-6.260869565217387,15.0,1.344,1.34,9.2,10.2
35,35,35,COL,Michael Toglia,-23.58,-0.784313725490186,20.58252427184465,-22.73127753303964,-3.304347826086959,-29.0,0.8200000000000001,1.34,-78.8,-77.8
36,36,36,COL,Kris Bryant,-17.189999999999998,0.7843137254902077,24.07766990291261,-7.9295154185022,-4.347826086956526,-22.0,0.8200000000000001,1.34,-29.2,-28.2
37,37,37,COL,Hunter Goodman,-17.23,1.088453945710938e-14,29.90291262135922,-20.79295154185023,-5.565217391304344,-18.0,0.747,1.34,-31.7,-30.7
38,38,38,COL,Harold Castro,-58.81,0.7843137254902077,29.126213592233007,-14.801762114537448,3.30434782608695,-67.0,1.085,1.34,-156.1,-155.1
39,39,39,COL,Ezequiel Tovar,-41.120000000000005,4.705882352941192,29.126213592233007,-16.035242290748883,-2.434782608695654,-57.0,1.027,1.34,-113.9,-112.9
40,40,40,COL,Elias Diaz,-41.05,1.088453945710938e-14,21.74757281553397,-10.748898678414095,-7.652173913043476,-29.0,0.937,1.34,-83.8,-82.8
41,41,41,COL,E. Montero,-44.99,-3.1372549019607767,29.90291262135922,-25.37444933920706,0.173913043478261,-47.0,0.961,1.34,-116.4,-115.4
42,42,42,COL,Coco Montes,-40.97,-9.411764705882351,34.1747572815534,-41.938325991189416,0.8695652173913051,-38.0,0.957,1.34,-127.7,-126.7
43,43,43,COL,C. Blackmon,-23.480000000000004,1.088453945710938e-14,24.854368932038827,2.1145374449339225,5.043478260869559,-13.0,0.957,1.34,-5.7,-4.7
