Team,Player,PP,XBH,BB,K,Line,H,OPS,Score
TB,Manuel Margot,-7.0600000000000005,-2.3529411764705794,-22.91262135922329,1.585903083700442,-2.6086956521739157,-8.0,,-41.3
LAA,Gio Urshela,-10.439999999999998,9.411764705882362,-24.46601941747572,4.052863436123341,6.0869565217391255,-26.0,,-41.4
MIA,Peyton Burdick,-27.62,-7.058823529411761,-15.922330097087372,46.51982378854625,-0.8695652173913149,-37.0,,-42.0
BOS,Trevor Story,13.799999999999999,4.705882352941181,-18.252427184466015,15.154185022026434,9.217391304347824,-15.0,0.83,-43.7
ARI,Alek Thomas,-12.829999999999998,2.3529411764705905,-13.592233009708742,-2.9955947136563905,-0.6956521739130441,-32.0,0.732,-43.7
SF,B. Crawford,13.799999999999999,-3.1372549019607767,0.38834951456311795,20.26431718061673,-0.8695652173913051,-51.0,0.903,-43.7
STL,Masyn Winn,-24.520000000000003,-0.784313725490186,-11.262135922330097,4.052863436123341,-11.304347826086957,-21.0,0.6759999999999999,-43.8
ATL,Ozzie Albies,-32.95,3.137254901960798,-3.4951456310679543,-6.696035242290745,-2.434782608695654,-11.0,0.8220000000000001,-43.9
SF,A.J. Pollock,13.799999999999999,1.088453945710938e-14,-6.601941747572813,9.515418502202643,-7.826086956521737,-28.0,0.8220000000000001,-43.9
MIA,Jon Berti,-26.229999999999997,2.352941176470601,-14.757281553398052,11.27753303964758,-3.1304347826086985,-46.0,0.575,-44.0
HOU,Bligh Madris,13.799999999999999,1.5686274509804046,-1.5533980582524178,15.154185022026434,-7.652173913043476,-29.0,1.267,-44.1
CLE,Kole Calhoun,-41.72,-3.9215686274509736,-3.1067961165048468,3.5242290748898712,0.8695652173912954,-39.0,0.534,-44.5
TB,Curtis Mead,-22.819999999999997,-3.9215686274509736,-24.854368932038827,22.202643171806177,-4.347826086956526,-11.0,,-44.7
STL,Juan Yepez,-11.580000000000005,-2.3529411764705794,-7.7669902912621325,-2.1145374449339323,5.3913043478260825,-27.0,,-45.4
PIT,T. Marcano,13.799999999999999,10.196078431372559,-17.087378640776706,-18.32599118942732,5.565217391304344,-20.0,1.407,-45.4
LAA,E. Escobar,-8.399999999999999,1.088453945710938e-14,-12.815533980582527,19.030837004405296,3.30434782608695,-49.0,0.952,-45.6
KC,N. Velazquez,-31.640000000000004,-1.568627450980383,-0.7766990291262036,21.145374449339215,5.217391304347822,-29.0,1.264,-46.3
MIA,J. Stallings,-20.43,-0.784313725490186,-7.378640776699026,18.32599118942732,-9.217391304347824,-20.0,1.177,-46.5
WAS,Derek Hill,-1.08,4.705882352941181,-16.31067961165048,8.986784140969162,-4.0000000000000036,-39.0,,-46.7
PIT,Nick Gonzales,13.799999999999999,-2.3529411764705794,-16.6990291262136,12.33480176211454,-0.8695652173913051,-10.0,1.407,-47.3
OAK,Esteury Ruiz,-11.95,2.3529411764705905,-13.203883495145632,-3.171806167400884,-7.999999999999997,-6.0,1.193,-47.7
BOS,Wilyer Abreu,13.799999999999999,1.088453945710938e-14,-6.990291262135919,25.374449339207043,5.043478260869559,-27.0,1.1760000000000002,-48.1
OAK,JJ Bleday,-24.69,-3.1372549019607767,6.213592233009715,2.8193832599118966,-3.652173913043482,-26.0,,-48.4
STL,Dylan Carlson,-28.450000000000003,1.5686274509804046,3.883495145631072,-6.872246696035248,4.695652173913038,-24.0,,-49.2
BOS,Luis Urias,13.799999999999999,2.352941176470601,-14.368932038834956,7.577092511013213,-11.652173913043478,-17.0,0.597,-49.5
MIA,G. Hampson,-22.97,0.7843137254902077,-15.145631067961157,30.484581497797354,5.3913043478260825,-32.0,1.491,-49.9
MIL,Jesse Winker,13.799999999999999,-2.3529411764705794,2.330097087378643,19.030837004405296,-1.217391304347827,-20.0,0.793,-50.2
PHI,Cristian Pache,13.799999999999999,-8.627450980392155,-3.4951456310679543,18.32599118942732,3.8260869565217335,-32.0,0.9390000000000001,-50.3
LAA,Jared Walsh,-15.32,-5.490196078431367,-19.02912621359223,38.23788546255507,1.2173913043478175,-50.0,,-50.4
KC,Kyle Isbel,-36.24,5.490196078431378,-10.485436893203882,1.0572687224669515,3.999999999999994,-62.0,0.514,-50.5
COL,Alan Trejo,13.799999999999999,9.411764705882362,-12.427184466019419,-6.696035242290745,20.521739130434792,-41.0,0.664,-51.0
LAA,Zach Neto,-13.000000000000002,2.352941176470601,-26.407766990291254,17.621145374449345,0.17391304347825137,-32.0,,-51.3
BOS,Rob Refsnyder,13.799999999999999,1.5686274509804046,-3.883495145631061,7.224669603524226,12.521739130434785,-32.0,0.797,-51.5
CLE,Myles Straw,-44.19,3.137254901960798,-16.6990291262136,-12.158590308370044,-0.521739130434783,-62.0,0.393,-52.0
PHI,Johan Rojas,13.799999999999999,-4.70588235294117,-7.7669902912621325,16.74008810572688,-5.391304347826092,-53.0,0.514,-52.1
TB,Vidal Brujan,-18.890000000000004,-5.490196078431367,-13.980582524271847,8.458149779735681,-7.826086956521737,-27.0,0.806,-52.2
MIN,Donovan Solano,13.799999999999999,2.352941176470601,-9.320388349514563,19.20704845814977,12.521739130434785,-55.0,1.0430000000000001,-52.8
SF,Bryce Johnson,13.799999999999999,-14.90196078431373,-11.262135922330097,36.47577092511013,-11.304347826086957,-34.0,1.085,-53.8
COL,B. Rodgers,13.799999999999999,3.921568627450995,-20.970873786407765,-4.933920704845811,7.130434782608692,-24.0,0.85,-54.9
NYY,Jose Trevino,-12.76,-1.568627450980383,-17.86407766990291,0.8810572687224678,-0.8695652173913149,-23.0,,-55.2
STL,Taylor Motter,-34.68,-3.1372549019607767,-5.825242718446598,9.691629955947135,-3.826086956521743,-18.0,,-55.8
TB,Taylor Walls,-31.27,-7.058823529411761,-9.320388349514563,18.502202643171795,2.2608695652173836,-38.0,0.87,-56.5
SF,Brett Wisely,13.799999999999999,-9.411764705882351,8.15533980582525,30.660792951541847,4.347826086956515,-63.0,1.085,-56.7
PHI,Darick Hall,13.799999999999999,2.352941176470601,-11.650485436893206,19.73568281938327,0.8695652173913051,-48.0,0.9390000000000001,-57.2
SF,Blake Sabol,13.799999999999999,-7.058823529411761,5.048543689320393,23.25991189427314,-1.043478260869566,-44.0,1.085,-58.7
CHW,Tim Anderson,13.799999999999999,-2.3529411764705794,-17.864077669902922,4.405286343612328,1.043478260869566,-29.0,0.752,-58.8
CLE,David Fry,-35.260000000000005,2.352941176470601,-20.970873786407765,9.339207048458148,6.956521739130432,-25.0,0.972,-60.8
SF,Heliot Ramos,13.799999999999999,-10.980392156862745,-10.097087378640778,42.64317180616739,3.999999999999994,-48.0,0.847,-60.9
SF,Mark Mathias,13.799999999999999,-7.843137254901959,3.1067961165048574,22.73127753303964,-0.521739130434783,-50.0,1.564,-61.5
BOS,Jarren Duran,13.799999999999999,10.980392156862745,-20.970873786407765,2.4669603524229,-1.3913043478260883,-24.0,1.301,-62.1
BOS,Connor Wong,13.799999999999999,2.352941176470601,-9.70873786407767,14.801762114537448,0.3478260869565124,-2.0,1.391,-62.8
MIL,Darin Ruf,13.799999999999999,-3.9215686274509736,8.15533980582525,18.149779735682806,-9.654113257610057e-15,-50.0,0.793,-62.8
PHI,Bryson Stott,13.799999999999999,6.274509803921575,8.932038834951465,1.233480176211455,3.6521739130434714,-33.0,1.073,-63.3
BOS,Yu Chang,13.799999999999999,3.137254901960798,-24.46601941747572,14.44933920704846,-4.0000000000000036,-14.0,1.1760000000000002,-64.7
MIN,Kyle Garlick,13.799999999999999,-3.9215686274509736,-12.815533980582527,33.656387665198245,-4.173913043478264,-40.0,1.764,-65.0
MIA,Jonathan Davis,-31.54,-4.70588235294117,-3.883495145631061,30.308370044052865,-5.2173913043478315,-50.0,,-65.0
CLE,Will Brennan,-33.07,0.7843137254902077,-19.41747572815534,-18.678414096916306,4.869565217391299,16.0,1.317,-65.2
MIN,Trevor Larnach,13.799999999999999,-6.274509803921564,-2.7184466019417393,31.894273127753298,5.913043478260866,-51.0,0.9490000000000001,-65.2
MIL,Brice Turang,13.799999999999999,3.9215686274509842,-4.271844660194168,3.171806167400884,2.434782608695645,-36.0,0.875,-65.2
BOS,E. Valdez,13.799999999999999,3.9215686274509842,-7.7669902912621325,11.45374449339207,-2.7826086956521765,-26.0,1.301,-65.7
MIA,Avisail Garcia,-18.86,-5.490196078431367,-17.86407766990291,33.480176211453745,-8.173913043478269,-49.0,,-65.9
MIN,Jorge Polanco,13.799999999999999,1.088453945710938e-14,-8.932038834951454,16.916299559471373,3.30434782608695,-41.0,1.1480000000000001,-66.7
COL,Coco Montes,13.799999999999999,-3.1372549019607767,-28.34951456310679,30.484581497797354,13.565217391304351,-37.0,0.7030000000000001,-67.7
HOU,David Hensley,13.799999999999999,-6.274509803921564,4.660194174757286,30.132158590308364,-4.521739130434777,-51.0,1.5,-67.8
BOS,Jorge Alfaro,13.799999999999999,2.352941176470601,-26.407766990291254,23.612334801762106,-8.34782608695652,-22.0,1.301,-68.1
PIT,Jack Suwinski,13.799999999999999,-2.3529411764705794,6.601941747572822,2.4669603524229,3.6521739130434714,-62.0,1.2309999999999999,-70.2
SF,Paul DeJong,13.799999999999999,-10.196078431372548,-16.699029126213585,26.25550660792951,-1.5652173913043492,-37.0,1.181,-70.5
MIN,Matt Wallner,13.799999999999999,-11.764705882352942,-12.038834951456312,47.40088105726872,-4.0000000000000036,-57.0,1.017,-71.8
MIL,Sal Frelick,13.799999999999999,-0.784313725490186,-9.320388349514563,6.696035242290745,-6.0869565217391255,-11.0,1.32,-71.8
ATL,Vaughn Grissom,-36.010000000000005,5.490196078431378,-10.485436893203882,-0.8810572687224678,-4.347826086956526,-26.0,,-72.2
MIN,Edouard Julien,13.799999999999999,-4.70588235294117,5.43689320388349,24.66960352422909,-0.6956521739130441,-67.0,0.878,-72.2
KC,Maikel Garcia,-38.28,7.8431372549019684,-2.7184466019417393,0.881057268722458,7.652173913043476,-60.0,0.862,-72.9
MIN,Carlos Correa,13.799999999999999,5.490196078431378,-22.524271844660195,12.33480176211454,-1.043478260869566,-34.0,1.407,-72.9
COL,Michael Toglia,13.799999999999999,5.490196078431378,-15.14563106796117,11.806167400881058,11.826086956521742,-60.0,1.032,-74.4
CLE,Brayan Rocchio,-40.46,-10.196078431372548,-23.30097087378641,34.36123348017622,-3.4782608695652204,-32.0,,-75.1
COL,Elias Diaz,13.799999999999999,9.411764705882362,-17.86407766990291,-0.7048458149779742,7.304347826086953,-25.0,1.146,-75.2
LAA,David Fletcher,-15.48,-3.1372549019607767,-29.514563106796114,-0.35242290748899685,-1.913043478260881,-25.0,,-75.4
ATL,Vaughn Grissom,-22.11,3.9215686274509842,-19.02912621359223,-2.46696035242291,-4.869565217391308,-31.0,,-75.6
HOU,Mauricio Dubon,13.799999999999999,8.627450980392165,-12.427184466019419,-6.872246696035238,5.739130434782604,-23.0,1.294,-76.6
PHI,Garrett Stubbs,13.799999999999999,-7.843137254901959,6.213592233009715,13.039647577092513,-3.826086956521743,-89.0,0.597,-77.2
PHI,Jake Cave,13.799999999999999,-1.568627450980383,8.932038834951465,15.506607929515424,-2.6086956521739157,-68.0,0.737,-77.6
MIL,Owen Miller,13.799999999999999,5.490196078431378,-8.543689320388347,5.638766519823784,-0.8695652173913051,-76.0,0.764,-78.2
MIL,A. Monasterio,13.799999999999999,0.7843137254902077,2.330097087378643,10.748898678414097,7.304347826086953,-59.0,1.079,-79.7
PIT,Ji-hwan Bae,13.799999999999999,10.980392156862745,-5.825242718446598,-5.4625550660793,1.043478260869566,-47.0,0.9480000000000001,-79.8
CLE,Tyler Freeman,-34.79,1.088453945710938e-14,-9.320388349514563,-8.634361233480174,3.1304347826086887,-24.0,1.085,-79.9
CLE,Cam Gallagher,-51.629999999999995,-2.3529411764705794,-17.864077669902922,5.286343612334797,-14.608695652173916,-65.0,0.55,-80.4
MIN,Nick Gordon,13.799999999999999,-3.1372549019607767,-23.689320388349515,22.026431718061666,-2.086956521739132,-40.0,0.858,-81.6
ARI,Seby Zavala,-41.290000000000006,-4.70588235294117,-0.7766990291262144,23.436123348017613,-3.4782608695652204,-55.0,,-81.8
LAA,A. Velazquez,-18.759999999999998,-7.843137254901959,-22.524271844660188,40.52863436123347,-3.304347826086959,-70.0,,-81.9
SF,J.D. Davis,13.799999999999999,-6.274509803921564,-3.4951456310679543,28.722466960352417,4.869565217391299,-61.0,1.477,-83.2
MIL,V. Caratini,13.799999999999999,1.088453945710938e-14,-12.038834951456312,4.052863436123352,-9.043478260869565,-46.0,1.2349999999999999,-83.3
MIL,Blake Perkins,13.799999999999999,-7.843137254901959,-8.15533980582524,32.246696035242294,-6.0869565217391255,-49.0,1.079,-86.9
MIN,Byron Buxton,13.799999999999999,-6.274509803921564,-10.485436893203882,30.660792951541847,-6.782608695652169,-54.0,0.797,-87.0
MIL,Raimel Tapia,13.799999999999999,3.9215686274509842,-9.70873786407767,11.982378854625551,-6.782608695652169,-50.0,0.764,-87.7
CLE,Ramon Laureano,-44.879999999999995,1.5686274509804046,-10.87378640776699,3.7004405286343642,1.2173913043478175,-41.0,0.974,-87.9
MIL,Luke Voit,13.799999999999999,-0.784313725490186,-13.980582524271847,30.484581497797354,5.739130434782604,-78.0,0.46399999999999997,-90.1
TB,J. Aranda,-25.900000000000002,-5.490196078431367,-12.038834951456312,27.488986784140963,-10.08695652173913,-39.0,1.409,-91.6
KC,Drew Waters,-47.48,3.1372549019607874,6.601941747572822,10.572687224669604,5.565217391304344,-55.0,1.201,-92.0
MIL,M. Brosseau,13.799999999999999,-3.1372549019607767,-2.330097087378632,21.32158590308369,-5.2173913043478315,-69.0,0.46399999999999997,-92.5
BOS,C. Arroyo,13.799999999999999,6.274509803921575,-19.805825242718445,-0.8810572687224776,0.3478260869565124,-24.0,0.668,-92.7
KC,Dairon Blanco,-34.86,6.274509803921575,-6.601941747572813,20.088105726872257,1.9130434782608614,-57.0,1.353,-95.0
COL,Yonathan Daza,13.799999999999999,2.352941176470601,-28.34951456310679,-8.458149779735681,0.8695652173913051,-24.0,0.512,-96.7
HOU,Corey Julks,13.799999999999999,4.705882352941181,8.543689320388347,-1.233480176211455,-0.8695652173913051,-82.0,1.5,-97.2
TB,F. Mejia,-33.150000000000006,0.7843137254902077,-26.019417475728147,5.814977973568277,4.347826086956515,-49.0,,-97.2
KC,Hunter Dozier,-40.24,0.7843137254902077,0.38834951456311795,13.392070484581502,0.3478260869565124,-73.0,,-98.3
SF,Casey Schmitt,13.799999999999999,-5.490196078431367,-10.87378640776699,15.506607929515424,-2.6086956521739157,-87.0,0.847,-98.8
SD,J. Profar,-21.869999999999997,12.549019607843139,5.825242718446607,-17.268722466960355,7.826086956521737,-23.0,2.7640000000000002,-99.3
KC,Freddy Fermin,-51.8,6.274509803921575,1.1650485436893323,1.7621145374449256,6.60869565217391,-73.0,0.921,-100.4
COL,E. Montero,13.799999999999999,3.137254901960798,-19.02912621359223,10.748898678414097,6.956521739130432,-41.0,1.044,-100.7
MIN,M. A. Taylor,13.799999999999999,3.137254901960798,-18.252427184466026,25.726872246696033,-5.2173913043478315,-74.0,1.764,-103.0
CLE,Andres Gimenez,-48.82,-3.1372549019607767,-11.650485436893206,-2.6431718061674037,-3.826086956521743,-23.0,1.113,-103.6
MIL,Willy Adames,13.799999999999999,0.7843137254902077,1.0778864316749093e-14,11.629955947136565,4.521739130434777,-75.0,1.2469999999999999,-104.6
CLE,Oscar Gonzalez,-47.26,0.7843137254902077,-21.35922330097087,-0.5286343612334806,-2.2608695652173934,-36.0,,-106.6
MIN,Ryan Jeffers,13.799999999999999,-3.9215686274509736,-20.194174757281555,29.955947136563875,-3.4782608695652204,-70.0,0.9490000000000001,-106.8
KC,Michael Massey,-48.5,6.274509803921575,-5.0485436893203826,-2.290748898678416,3.30434782608695,-59.0,1.025,-107.9
PHI,Edmundo Sosa,13.799999999999999,2.352941176470601,-1.5533980582524178,13.039647577092513,2.956521739130428,-62.0,1.21,-110.4
BOS,David Hamilton,13.799999999999999,-3.1372549019607767,-6.990291262135919,26.07929515418502,-15.30434782608696,-70.0,1.391,-111.2
CLE,Eric Haase,-63.8,0.7843137254902077,-11.650485436893206,6.696035242290745,0.5217391304347734,-44.0,,-111.4
CLE,Mike Zunino,-45.019999999999996,-8.627450980392155,-5.825242718446598,22.73127753303964,-6.956521739130432,-68.0,,-111.7
SF,Luis Matos,13.799999999999999,-3.1372549019607767,-5.825242718446598,1.0572687224669612,6.260869565217387,-42.0,1.629,-112.2
KC,Nate Eaton,-53.82,-3.1372549019607767,-4.271844660194168,16.211453744493397,8.869565217391303,-80.0,,-116.1
MIN,C. Vazquez,13.799999999999999,1.5686274509804046,-24.854368932038838,17.44493392070483,5.913043478260866,-80.0,1.026,-116.3
MIL,Brian Anderson,13.799999999999999,-3.1372549019607767,-8.15533980582524,27.136563876651998,-0.6956521739130441,-89.0,1.079,-117.2
KC,Franmil Reyes,-48.48000000000001,1.088453945710938e-14,-3.1067961165048468,17.268722466960355,0.6956521739130345,-90.0,,-123.6
MIL,Mark Canha,13.799999999999999,13.333333333333336,-8.932038834951454,8.105726872246693,-1.3913043478260883,-62.0,1.374,-125.1
MIN,Jose Miranda,13.799999999999999,-1.568627450980383,-26.79611650485436,14.273127753303967,-2.434782608695654,-73.0,1.1480000000000001,-125.4
PHI,Kody Clemens,13.799999999999999,-4.70588235294117,9.70873786407768,11.629955947136565,-4.869565217391308,-78.0,0.514,-127.5
COL,Brenton Doyle,13.799999999999999,-0.784313725490186,-17.4757281553398,17.44493392070483,4.869565217391299,-90.0,0.931,-131.3
MIN,Kyle Farmer,13.799999999999999,0.7843137254902077,-20.582524271844658,17.97356828193833,4.695652173913038,-46.0,1.764,-132.4
COL,Austin Wynns,13.799999999999999,3.921568627450995,-15.922330097087372,7.224669603524226,8.695652173913041,-50.0,1.389,-132.5
MIA,Jean Segura,-43.74999999999999,-3.9215686274509736,-19.805825242718445,8.458149779735681,-8.869565217391303,-66.0,,-133.9
KC,Matt Duffy,-59.739999999999995,1.5686274509804046,-5.825242718446598,2.2907488986784066,4.347826086956515,-89.0,0.931,-136.3
KC,Bubba Thompson,-58.120000000000005,-3.9215686274509736,-10.097087378640778,24.66960352422909,-9.043478260869565,-83.0,,-139.5
KC,J. Bradley Jr.,-55.7,-0.784313725490186,-6.213592233009705,14.273127753303948,-2.434782608695654,-91.0,,-141.9
PHI,Darick Hall,13.799999999999999,-3.9215686274509736,-2.7184466019417393,20.440528634361243,2.434782608695645,-99.0,0.9390000000000001,-149.6
MIN,Jordan Luplow,13.799999999999999,-7.843137254901959,-8.15533980582524,24.493392070484575,-10.782608695652174,-78.0,1.335,-174.0
MIN,Willi Castro,13.799999999999999,7.8431372549019684,-17.475728155339812,14.801762114537448,3.30434782608695,-79.0,1.553,-189.7
MIN,Joey Gallo,13.799999999999999,-15.686274509803917,-0.7766990291262036,46.87224669603523,-12.347826086956523,-104.0,1.664,-230.1
